,assist_percentage,away_losses,block_percentage,conference_losses,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws_per_field_goal_attempt,home_losses,net_rating,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throw_percentage,opp_free_throws_per_field_goal_attempt,opp_offensive_rating,opp_offensive_rebound_percentage,opp_points,opp_steal_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,points,simple_rating_system,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,major,abb,abbreviation,assists,away_wins,blocks,conference,conference_wins,defensive_rebounds,field_goal_attempts,field_goals,free_throws,games_played,home_wins,losses,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goals,opp_free_throw_attempts,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goals,personal_fouls,steals,three_point_field_goal_attempts,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goals,wins,cluster,math_cluster,k_vs_math_match
79,56.1,3,7.7,4,0.5329999999999999,0.46399999999999997,0.273,447,0.767,0.21,2,10.9,106.9,21.9,46.6,8.6,0.479,0.418,0.297,0.6970000000000001,0.207,96.0,27.2,1874,8.4,0.406,0.301,51.6,0.51,17.8,0.49700000000000005,69.1,2087,10.21,11.8,2.6,0.38,0.36,48.4,0.564,14.1,0.528,0.75,1,RICHMOND,RICHMOND,426,8,74,atlantic-10,11,741,1637,760,343,28,12,7,1130,Richmond,205,313,87,733,1609,672,478,333,277,435,164,654,197,1010,398,955,475,424,230,622,224,946,304,1015,536,21,4,4,True
80,47.9,8,13.6,9,0.49,0.445,0.292,503,0.65,0.19,1,10.8,102.3,32.5,54.7,8.6,0.45,0.385,0.278,0.7070000000000001,0.19699999999999998,91.5,25.3,1807,8.2,0.408,0.32,45.9,0.484,17.0,0.429,67.8,2019,15.32,9.8,9.35,0.301,0.3,54.1,0.514,15.3,0.508,0.621,2,RUTGERS,RUTGERS,368,1,133,big-ten,9,819,1725,768,327,29,17,11,1165,Rutgers,342,347,104,709,1648,634,458,324,277,497,161,672,215,986,382,976,419,483,194,520,156,1161,356,1205,612,18,3,1,False
81,52.7,11,7.0,14,0.46,0.386,0.287,491,0.703,0.20199999999999999,9,-15.7,95.2,27.0,51.0,13.9,0.528,0.46399999999999997,0.327,0.726,0.237,110.9,28.0,2230,9.8,0.342,0.375,51.9,0.56,12.6,0.51,71.5,1915,-5.56,6.6,5.69,0.491,0.3,48.1,0.493,16.4,0.46799999999999997,0.179,1,SAINT-JOSEPHS,SAINT-JOSEPHS,347,2,79,atlantic-10,1,706,1708,659,345,28,3,23,1125,Saint Joseph's,301,408,121,812,1724,800,563,409,275,465,198,589,221,1087,286,1135,579,490,133,839,252,1007,380,869,407,5,1,1,True
82,54.5,4,12.7,6,0.496,0.45,0.40299999999999997,660,0.583,0.235,3,8.1,103.1,33.9,49.4,8.3,0.47200000000000003,0.40700000000000003,0.36200000000000004,0.695,0.252,95.0,24.9,1852,9.7,0.4,0.326,45.7,0.51,17.3,0.46,68.7,2010,8.28,10.8,2.91,0.27399999999999997,0.337,54.3,0.515,15.3,0.493,0.7140000000000001,1,SAINT-LOUIS,SAINT-LOUIS,402,4,118,atlantic-10,9,758,1637,737,385,28,14,8,1135,Saint Louis,351,311,99,683,1549,630,561,390,251,535,190,619,202,934,381,930,428,512,210,448,151,1109,353,1189,586,20,3,4,False
83,45.2,2,5.5,4,0.557,0.483,0.306,519,0.7509999999999999,0.23,3,15.2,114.0,25.8,38.2,8.6,0.5,0.44799999999999995,0.267,0.711,0.19,98.8,23.1,1974,6.1,0.32,0.325,47.9,0.528,15.7,0.505,65.0,2277,12.49,9.8,3.8,0.363,0.405,52.1,0.5870000000000001,13.1,0.528,0.8,1,SAINT-MARYS-CA,SAINT-MARYS-CA,370,6,62,wcc,11,739,1694,819,390,30,14,6,1230,Saint Mary's (CA),234,284,93,673,1660,743,443,315,222,491,121,532,173,895,349,1128,570,491,196,615,249,973,293,1079,570,24,4,4,True
84,56.1,0,9.1,1,0.547,0.469,0.29100000000000004,465,0.757,0.22,1,24.8,113.0,29.3,52.0,5.7,0.43700000000000006,0.379,0.302,0.7170000000000001,0.217,88.2,25.7,1640,8.2,0.413,0.282,47.1,0.478,18.8,0.447,66.4,2102,18.9,10.4,3.42,0.41200000000000003,0.38,52.9,0.578,14.4,0.531,0.9640000000000001,1,SAN-DIEGO-STATE,SAN-DIEGO-STATE,421,10,80,mwc,16,736,1599,750,352,28,14,1,1120,San Diego State,265,296,54,639,1501,569,453,325,254,494,153,620,175,893,398,881,394,468,194,658,250,1001,305,941,500,27,4,4,True
85,51.3,10,8.4,13,0.47,0.415,0.29600000000000004,517,0.652,0.193,8,-9.2,91.4,25.8,47.9,8.4,0.502,0.449,0.304,0.7020000000000001,0.213,100.6,26.7,2173,9.6,0.324,0.325,50.9,0.532,16.0,0.509,71.2,1976,-2.99,8.0,4.7,0.34600000000000003,0.313,49.1,0.496,18.1,0.47,0.3,1,SAN-DIEGO,SAN-DIEGO,372,3,101,wcc,2,743,1745,725,337,30,6,21,1215,San Diego,272,384,96,781,1786,802,543,381,270,528,208,579,188,1051,390,1207,614,531,172,604,189,1015,440,1141,536,9,1,1,True
86,45.2,6,7.9,7,0.511,0.43700000000000006,0.292,531,0.725,0.21100000000000002,5,7.7,106.0,29.4,43.0,9.0,0.505,0.447,0.306,0.722,0.221,98.3,23.1,2084,8.8,0.295,0.389,47.7,0.537,17.1,0.47200000000000003,69.8,2246,7.56,10.2,3.73,0.44299999999999995,0.336,52.3,0.542,15.5,0.516,0.633,1,SAN-FRANCISCO,SAN-FRANCISCO,359,6,94,wcc,8,782,1821,795,385,30,12,11,1215,San Francisco,320,326,91,770,1694,758,518,374,235,507,187,499,194,1005,400,1195,564,527,216,806,271,1102,380,1015,524,19,2,3,False
87,55.6,12,8.1,14,0.45799999999999996,0.38799999999999996,0.34,595,0.7190000000000001,0.244,9,-14.8,94.2,24.7,63.8,7.6,0.534,0.473,0.341,0.688,0.235,109.0,29.8,2352,9.8,0.34600000000000003,0.355,53.7,0.561,15.2,0.535,74.1,2032,-7.19,8.4,5.13,0.46399999999999997,0.3,46.3,0.5,16.6,0.465,0.24100000000000002,1,SAN-JOSE-STATE,SAN-JOSE-STATE,378,1,96,mwc,3,729,1751,680,428,29,6,22,1165,San Jose State,285,544,71,867,1805,853,616,424,310,542,212,625,222,1177,376,1180,631,535,182,813,244,1014,404,938,436,7,1,1,True
88,58.4,7,9.1,10,0.531,0.465,0.33899999999999997,588,0.74,0.251,5,5.7,103.5,22.1,50.3,7.9,0.478,0.424,0.379,0.71,0.26899999999999996,97.8,26.8,2151,9.3,0.322,0.33299999999999996,51.2,0.519,16.9,0.467,73.0,2276,2.29,9.3,1.11,0.369,0.358,48.8,0.5660000000000001,16.9,0.528,0.6,1,SANTA-CLARA,SANTA-CLARA,471,3,108,wcc,5,802,1732,806,435,30,15,12,1205,Santa Clara,222,375,86,781,1757,745,666,473,294,542,204,565,188,1075,422,1192,557,607,204,639,229,1024,408,1093,577,18,2,2,True
89,55.4,3,15.6,3,0.509,0.44299999999999995,0.366,576,0.72,0.264,3,11.1,104.2,29.3,48.0,9.0,0.441,0.391,0.33299999999999996,0.7090000000000001,0.23600000000000002,93.1,30.6,1802,9.3,0.33,0.301,49.6,0.483,17.3,0.436,71.7,2016,17.25,10.1,9.32,0.40299999999999997,0.32299999999999995,50.4,0.546,16.7,0.524,0.741,1,SETON-HALL,SETON-HALL,387,7,169,big-east,12,736,1574,698,415,27,11,7,1080,Seton Hall,280,303,85,676,1612,631,536,380,325,501,180,532,160,1001,390,1080,471,509,195,634,205,1016,371,940,493,20,3,4,False
90,54.1,4,13.5,6,0.486,0.43799999999999994,0.37,626,0.618,0.22899999999999998,5,6.0,100.0,32.1,54.7,8.6,0.449,0.39,0.513,0.727,0.373,94.0,27.9,1912,8.4,0.4,0.294,48.3,0.511,19.1,0.455,72.3,2032,10.34,10.7,6.05,0.309,0.312,51.7,0.511,15.8,0.494,0.607,2,SOUTH-CAROLINA,SOUTH-CAROLINA,401,6,122,sec,9,716,1692,741,387,28,11,11,1125,South Carolina,332,321,101,703,1504,587,772,561,277,570,170,602,177,980,442,902,410,641,217,523,163,1048,373,1169,578,17,3,4,False
91,46.0,6,6.8,10,0.469,0.409,0.37799999999999995,560,0.648,0.245,6,0.2,94.7,32.4,50.5,9.3,0.51,0.444,0.33799999999999997,0.69,0.233,94.5,24.6,1747,10.1,0.401,0.33299999999999996,47.7,0.54,21.0,0.517,65.4,1751,4.99,11.4,4.84,0.389,0.306,52.3,0.501,19.4,0.475,0.429,1,SOUTH-FLORIDA,SOUTH-FLORIDA,279,2,57,aac,5,630,1481,606,363,28,9,16,1130,South Florida,313,312,84,654,1393,618,471,325,205,497,187,558,186,859,431,835,432,498,211,576,176,943,421,905,430,12,1,3,False
92,55.2,6,13.5,7,0.493,0.43799999999999994,0.355,597,0.667,0.237,2,5.9,99.6,30.9,51.3,7.5,0.45,0.38799999999999996,0.276,0.691,0.191,93.7,28.4,1933,11.1,0.392,0.316,47.9,0.48200000000000004,15.8,0.435,70.2,2054,11.31,9.5,7.14,0.318,0.345,52.1,0.523,17.5,0.48100000000000004,0.69,2,SOUTHERN-CALIFORNIA,SOUTHERN-CALIFORNIA,406,5,145,pac-12,9,803,1681,736,398,29,12,9,1175,Southern California,318,353,86,711,1772,688,489,338,318,539,230,694,219,1029,376,1078,469,486,195,534,184,1121,418,1147,552,20,3,3,True
93,60.8,7,9.6,6,0.524,0.45399999999999996,0.315,490,0.7709999999999999,0.243,1,7.8,109.4,34.6,60.0,9.2,0.49700000000000005,0.423,0.28,0.738,0.207,101.6,28.2,1866,10.5,0.425,0.35,46.4,0.53,16.4,0.47700000000000004,66.5,2008,8.25,8.8,3.0,0.426,0.32899999999999996,53.6,0.562,16.9,0.547,0.7040000000000001,1,SOUTHERN-METHODIST,SOUTHERN-METHODIST,429,4,86,aac,9,682,1554,706,378,27,15,8,1105,Southern Methodist,315,394,82,596,1554,657,435,321,268,469,192,660,231,864,345,894,426,442,162,662,218,997,363,892,488,19,2,2,True
94,54.3,5,11.6,5,0.495,0.43700000000000006,0.271,443,0.7290000000000001,0.198,5,4.6,104.0,31.4,60.6,7.9,0.491,0.41600000000000004,0.322,0.6809999999999999,0.21899999999999997,99.4,26.4,1855,8.0,0.452,0.332,47.4,0.521,16.3,0.485,66.1,1940,3.94,8.4,1.72,0.341,0.33899999999999997,52.6,0.526,15.0,0.488,0.643,1,ST-BONAVENTURE,ST-BONAVENTURE,388,7,98,atlantic-10,10,723,1633,714,323,28,8,10,1130,St. Bonaventure,306,389,85,670,1545,642,498,339,259,450,150,699,232,929,346,846,410,482,157,557,189,1029,326,1076,525,18,3,4,False
95,53.9,7,12.3,12,0.452,0.405,0.29600000000000004,551,0.713,0.21100000000000002,6,4.0,99.3,30.3,58.5,9.6,0.479,0.41100000000000003,0.37,0.675,0.25,95.3,31.2,1994,7.0,0.423,0.319,51.3,0.513,19.8,0.478,74.7,2078,9.89,13.5,6.89,0.308,0.304,48.7,0.489,13.2,0.45,0.5,1,ST-JOHNS-NY,ST-JOHNS-NY,407,1,117,big-east,3,736,1864,755,393,28,11,14,1120,St. John's (NY),355,397,124,817,1652,679,612,413,333,488,146,699,223,1150,481,953,456,537,282,575,175,1091,322,1289,580,14,3,2,False
96,51.2,4,11.2,7,0.542,0.473,0.317,478,0.6970000000000001,0.221,4,12.5,101.1,22.2,46.6,11.4,0.445,0.391,0.318,0.6809999999999999,0.217,88.6,27.9,1725,9.0,0.377,0.287,50.9,0.48100000000000004,19.6,0.45299999999999996,68.9,1968,14.38,10.1,5.7,0.366,0.379,49.1,0.5670000000000001,19.0,0.527,0.679,2,STANFORD,STANFORD,365,4,109,pac-12,8,740,1507,713,333,28,13,9,1130,Stanford,194,284,109,680,1559,609,496,338,287,494,176,588,169,967,438,971,440,456,196,551,209,934,407,956,504,19,4,4,True
97,56.6,4,14.7,8,0.508,0.436,0.35600000000000004,575,0.7390000000000001,0.263,6,7.2,107.4,29.0,72.5,8.0,0.48100000000000004,0.405,0.314,0.7290000000000001,0.22899999999999998,100.2,31.6,1931,9.0,0.48100000000000004,0.315,50.7,0.518,17.2,0.488,68.5,2069,12.28,10.7,7.35,0.428,0.33799999999999997,49.3,0.547,14.7,0.509,0.5710000000000001,2,SYRACUSE,SYRACUSE,399,5,124,acc,9,713,1617,705,425,28,11,12,1125,Syracuse,286,476,74,699,1623,657,509,371,329,494,173,780,246,1028,388,843,411,460,206,692,234,999,327,925,471,16,3,4,False
98,56.2,7,8.3,9,0.465,0.41,0.342,572,0.682,0.233,5,1.4,96.0,25.5,56.8,10.7,0.466,0.4,0.289,0.718,0.20800000000000002,94.6,26.5,1915,9.3,0.42200000000000004,0.31,50.4,0.501,16.6,0.467,71.4,1945,6.94,11.2,5.87,0.34600000000000003,0.32,49.6,0.5,15.8,0.457,0.5,1,TEMPLE,TEMPLE,385,4,81,aac,6,786,1672,685,390,28,8,14,1135,Temple,269,382,117,787,1681,673,486,349,283,485,189,710,220,1070,381,971,453,497,226,579,185,1055,365,1093,500,14,3,2,False
99,63.5,7,15.9,8,0.484,0.429,0.37200000000000005,559,0.75,0.27899999999999997,5,5.2,100.0,30.7,45.2,8.9,0.449,0.395,0.35700000000000004,0.7020000000000001,0.251,94.8,29.6,1774,11.6,0.34299999999999997,0.319,48.7,0.491,16.8,0.434,66.8,1872,11.07,9.2,7.57,0.36200000000000004,0.303,51.3,0.53,18.0,0.501,0.536,2,TENNESSEE,TENNESSEE,409,3,161,sec,7,703,1501,644,419,28,10,13,1120,Tennessee,285,275,85,642,1543,609,551,387,295,544,217,529,169,937,364,1014,440,512,173,544,165,988,388,957,479,15,3,2,False
100,52.2,3,10.9,7,0.456,0.39799999999999996,0.414,583,0.691,0.28600000000000003,6,-3.2,94.8,31.1,64.4,12.0,0.488,0.408,0.259,0.7490000000000001,0.19399999999999998,98.0,32.3,1747,10.2,0.496,0.32299999999999995,50.6,0.521,19.6,0.49200000000000005,65.7,1689,3.93,9.9,6.08,0.41100000000000003,0.28300000000000003,49.4,0.501,18.4,0.478,0.519,2,TEXAS-AM,TEXAS-AM,293,4,82,sec,8,625,1409,561,403,27,10,13,1085,Texas A&M,289,392,100,640,1493,609,387,290,298,516,181,741,239,938,408,752,370,421,177,579,164,914,380,830,397,14,3,4,False
101,61.5,8,14.1,9,0.493,0.419,0.261,414,0.635,0.166,4,1.4,98.1,32.9,64.6,12.2,0.494,0.43200000000000005,0.302,0.657,0.198,96.7,28.9,1801,9.2,0.34299999999999997,0.361,48.4,0.519,18.8,0.47,65.6,1827,9.27,10.4,9.09,0.435,0.33899999999999997,51.6,0.512,18.3,0.48100000000000004,0.536,2,TEXAS-CHRISTIAN,TEXAS-CHRISTIAN,409,1,140,big-12,6,668,1586,665,263,28,13,13,1135,Texas Christian,324,424,109,660,1517,656,458,301,271,426,172,521,188,931,401,996,468,458,194,690,234,992,400,896,431,15,3,2,False
102,61.3,6,11.6,6,0.52,0.455,0.35700000000000004,557,0.754,0.26899999999999996,2,14.3,104.6,28.1,44.7,9.4,0.45799999999999996,0.405,0.35600000000000004,0.6990000000000001,0.249,90.3,28.7,1764,8.9,0.355,0.3,49.6,0.5,20.7,0.462,68.8,2042,17.32,11.6,7.39,0.36,0.36,50.4,0.56,17.4,0.509,0.643,2,TEXAS-TECH,TEXAS-TECH,435,3,113,big-12,9,685,1559,710,420,28,13,10,1135,Texas Tech,254,273,94,649,1510,611,538,376,276,545,173,536,161,925,461,974,450,493,226,561,202,939,385,998,508,18,4,3,False
103,50.0,5,11.4,8,0.503,0.431,0.22,345,0.675,0.149,5,2.0,97.5,27.4,43.3,9.5,0.466,0.42200000000000004,0.348,0.653,0.22699999999999998,95.5,33.0,1772,9.7,0.27399999999999997,0.32299999999999995,52.7,0.498,18.0,0.45899999999999996,66.3,1810,10.6,8.4,9.24,0.423,0.33899999999999997,47.3,0.523,18.1,0.499,0.607,2,TEXAS,TEXAS,338,4,126,big-12,7,638,1567,676,233,28,11,11,1120,Texas,258,279,86,685,1528,645,531,347,314,404,180,418,135,999,391,1110,510,516,155,663,225,896,382,904,451,17,3,3,True
104,49.0,7,8.0,12,0.485,0.415,0.342,539,0.705,0.24100000000000002,5,-3.4,98.0,21.8,63.1,8.5,0.531,0.455,0.287,0.6890000000000001,0.198,101.4,30.1,1974,7.3,0.442,0.344,55.3,0.555,20.0,0.5429999999999999,69.2,1907,0.43,12.2,2.82,0.406,0.34600000000000003,44.7,0.521,15.3,0.462,0.429,1,TULANE,TULANE,320,3,70,aac,4,644,1575,653,380,28,7,16,1125,Tulane,220,450,80,791,1566,713,450,310,277,504,143,692,238,1068,446,874,475,428,237,639,221,864,332,936,432,12,1,2,False
105,53.5,6,7.7,4,0.499,0.446,0.39799999999999996,597,0.7070000000000001,0.281,2,7.0,100.4,26.7,53.2,9.8,0.46399999999999997,0.397,0.281,0.71,0.2,93.4,28.5,1785,10.7,0.45899999999999996,0.293,49.7,0.49700000000000005,18.5,0.484,67.1,1920,7.91,11.1,3.09,0.337,0.316,50.3,0.5379999999999999,17.4,0.512,0.679,1,TULSA,TULSA,358,5,66,aac,11,729,1500,669,422,28,14,9,1140,Tulsa,246,334,97,675,1583,628,445,316,290,533,205,726,213,965,407,857,415,432,213,506,160,975,376,994,509,19,3,3,True
106,53.3,4,10.1,5,0.494,0.44,0.365,595,0.7090000000000001,0.259,4,3.6,104.1,35.0,46.8,8.2,0.5,0.429,0.358,0.737,0.264,100.5,25.2,1961,8.6,0.38,0.377,45.4,0.54,17.3,0.46,66.7,2032,9.33,10.2,7.72,0.331,0.322,54.6,0.531,16.9,0.499,0.621,2,UCLA,UCLA,383,5,97,pac-12,11,720,1630,718,422,29,12,11,1170,UCLA,350,311,89,649,1551,665,555,409,242,538,168,589,222,891,380,962,443,539,199,540,174,1070,389,1090,544,18,2,4,False
107,62.1,5,9.2,5,0.518,0.456,0.35700000000000004,629,0.773,0.276,1,19.4,110.0,32.0,46.9,9.0,0.456,0.391,0.262,0.691,0.18100000000000002,90.6,21.1,1905,9.4,0.42100000000000004,0.308,43.4,0.486,16.5,0.452,69.2,2313,14.37,8.9,3.84,0.375,0.331,56.6,0.561,15.1,0.531,0.767,1,UTAH-STATE,UTAH-STATE,499,4,93,mwc,12,899,1763,804,486,30,15,7,1215,Utah State,331,320,99,703,1743,682,456,315,240,577,197,734,226,943,387,1009,456,473,187,662,219,1230,367,1101,585,23,4,4,True
108,57.6,9,7.6,10,0.51,0.44799999999999995,0.364,560,0.7290000000000001,0.265,2,1.4,102.8,28.6,50.3,11.2,0.502,0.43799999999999994,0.21899999999999997,0.726,0.159,101.4,26.8,1951,9.7,0.35600000000000004,0.358,48.1,0.527,15.9,0.48200000000000004,68.1,1977,8.66,8.2,7.73,0.386,0.325,51.9,0.5479999999999999,17.4,0.524,0.536,2,UTAH,UTAH,396,1,82,pac-12,6,740,1537,688,408,28,11,13,1130,Utah,265,370,106,661,1678,735,368,267,271,542,186,597,214,932,349,1081,521,427,157,593,193,1005,379,944,495,15,2,1,False
109,47.7,8,9.0,14,0.503,0.429,0.409,634,0.6859999999999999,0.281,10,-4.2,101.1,24.6,49.5,12.5,0.524,0.467,0.37,0.735,0.272,105.3,29.1,2074,7.9,0.327,0.353,53.1,0.561,17.5,0.522,69.7,1992,2.99,10.1,5.92,0.447,0.331,46.9,0.5379999999999999,16.3,0.508,0.321,2,VANDERBILT,VANDERBILT,317,0,95,sec,1,652,1549,664,435,28,9,19,1130,Vanderbilt,244,363,107,747,1571,733,581,427,267,560,156,513,181,1014,393,1058,552,533,199,692,229,896,360,857,435,9,1,1,True
110,56.9,3,6.9,4,0.526,0.441,0.262,431,0.777,0.204,2,11.2,108.5,26.1,47.1,10.9,0.48,0.431,0.231,0.7020000000000001,0.162,97.3,24.4,1854,8.5,0.313,0.313,48.6,0.506,14.9,0.485,67.7,2066,17.29,8.4,9.72,0.466,0.364,51.4,0.5579999999999999,14.0,0.509,0.7859999999999999,1,VILLANOVA,VILLANOVA,413,7,78,big-east,11,762,1646,726,335,28,12,6,1125,Villanova,251,335,96,712,1651,712,382,268,246,454,162,517,162,958,322,1134,550,424,160,767,279,1013,301,879,447,22,4,4,True
111,52.8,6,12.4,8,0.488,0.425,0.332,542,0.705,0.23399999999999999,3,8.3,101.0,27.7,52.1,9.0,0.47700000000000004,0.42,0.348,0.7070000000000001,0.24600000000000002,92.7,30.0,1814,9.6,0.34299999999999997,0.336,51.8,0.515,21.6,0.46299999999999997,69.9,1976,9.85,13.2,4.07,0.374,0.341,48.2,0.523,15.6,0.475,0.607,1,VIRGINIA-COMMONWEALTH,VIRGINIA-COMMONWEALTH,366,4,123,atlantic-10,7,671,1632,693,382,28,13,11,1120,Virginia Commonwealth,284,330,92,740,1511,634,526,372,287,485,188,518,174,1027,485,993,460,514,259,610,208,955,348,1022,485,17,3,3,True
112,59.2,5,9.2,11,0.506,0.424,0.23800000000000002,395,0.711,0.16899999999999998,6,5.2,102.9,22.0,53.3,10.8,0.483,0.415,0.258,0.6809999999999999,0.17600000000000002,97.7,24.9,1860,5.8,0.426,0.32,51.5,0.509,15.5,0.486,66.2,1960,8.76,8.6,5.19,0.465,0.354,48.5,0.531,12.7,0.485,0.536,2,VIRGINIA-TECH,VIRGINIA-TECH,416,3,86,acc,6,749,1659,703,281,28,11,13,1150,Virginia Tech,220,360,96,780,1628,676,420,286,249,406,111,694,222,1029,334,934,454,409,163,772,273,969,269,887,430,15,4,4,True
113,55.5,4,15.8,5,0.47200000000000003,0.415,0.268,367,0.7140000000000001,0.191,3,8.1,94.4,26.9,47.7,7.9,0.435,0.37200000000000005,0.223,0.684,0.152,86.3,23.3,1423,11.1,0.42700000000000005,0.294,47.1,0.462,17.1,0.43,60.2,1556,11.6,8.7,6.67,0.38,0.303,52.9,0.504,17.7,0.483,0.741,2,VIRGINIA,VIRGINIA,315,6,126,acc,12,700,1370,568,262,27,12,7,1095,Virginia,224,247,67,609,1392,518,310,212,213,375,183,595,175,822,318,797,343,363,143,521,158,924,331,849,410,20,3,4,False
114,50.6,9,7.6,12,0.483,0.42700000000000005,0.42700000000000005,656,0.7440000000000001,0.318,5,-0.9,101.3,28.5,49.3,9.9,0.48700000000000004,0.429,0.363,0.7040000000000001,0.255,102.2,26.2,1990,10.3,0.36,0.325,48.3,0.525,14.0,0.48700000000000004,70.8,1973,7.48,7.0,8.11,0.33,0.341,51.7,0.534,17.3,0.469,0.444,2,WAKE-FOREST,WAKE-FOREST,332,1,79,acc,5,751,1537,656,488,27,8,15,1100,Wake Forest,277,342,102,695,1618,694,587,413,267,565,200,582,189,962,309,1036,505,526,137,507,173,1028,386,1030,483,12,2,1,False
115,48.0,7,6.6,10,0.457,0.395,0.292,503,0.728,0.213,5,0.9,97.6,27.4,44.5,9.6,0.504,0.45299999999999996,0.305,0.6859999999999999,0.209,96.7,25.3,1921,7.3,0.317,0.322,50.8,0.532,19.0,0.514,70.3,1939,4.39,9.5,3.75,0.397,0.308,49.2,0.494,14.1,0.45299999999999996,0.5,2,WASHINGTON-STATE,WASHINGTON-STATE,327,1,71,pac-12,5,706,1722,681,366,28,11,14,1130,Washington State,303,318,100,801,1578,715,481,330,239,511,146,500,161,1040,425,1078,554,478,189,684,211,1009,323,1038,470,14,1,2,False
116,52.1,7,16.8,12,0.505,0.441,0.37,568,0.713,0.264,6,6.7,99.4,27.2,59.9,5.7,0.435,0.377,0.3,0.7090000000000001,0.213,92.7,32.0,1825,9.6,0.379,0.304,50.4,0.474,16.4,0.42200000000000004,69.7,1956,12.17,9.9,7.49,0.387,0.331,49.6,0.542,18.8,0.51,0.46399999999999997,2,WASHINGTON,WASHINGTON,353,1,176,pac-12,3,741,1536,677,405,28,10,15,1130,Washington,244,381,54,654,1686,636,506,359,348,516,189,639,194,1002,377,1047,442,478,195,595,197,985,419,941,480,13,3,2,False
117,49.8,8,10.7,8,0.467,0.424,0.40399999999999997,666,0.637,0.257,1,12.2,100.4,39.8,47.8,7.9,0.43700000000000006,0.384,0.376,0.713,0.268,88.2,27.7,1727,10.7,0.373,0.284,44.5,0.485,20.0,0.444,69.6,1964,18.69,11.1,10.22,0.298,0.289,55.5,0.499,17.4,0.48100000000000004,0.679,2,WEST-VIRGINIA,WEST-VIRGINIA,348,3,101,big-12,7,712,1650,699,424,28,13,9,1125,West Virginia,419,278,92,633,1512,581,568,405,273,598,209,564,160,906,445,948,421,519,218,491,142,1131,413,1159,557,19,3,1,False
118,57.7,4,10.3,6,0.47,0.40700000000000003,0.34700000000000003,594,0.695,0.24100000000000002,2,11.6,100.7,31.7,45.8,10.7,0.442,0.391,0.39399999999999996,0.6990000000000001,0.275,89.1,24.5,1790,8.9,0.34700000000000003,0.297,47.1,0.488,18.5,0.44,71.1,2022,13.47,10.1,5.18,0.384,0.324,52.9,0.507,15.2,0.45899999999999996,0.75,1,WICHITA-STATE,WICHITA-STATE,403,4,104,aac,9,758,1713,698,413,28,16,7,1130,Wichita State,339,276,113,730,1544,603,608,425,246,536,178,536,159,976,415,1008,444,528,203,657,213,1097,359,1056,485,21,3,4,False
119,51.7,6,9.6,6,0.506,0.428,0.26899999999999996,416,0.769,0.207,1,7.4,104.1,24.4,47.9,9.6,0.47,0.415,0.247,0.6970000000000001,0.172,96.7,25.9,1754,8.0,0.32899999999999996,0.337,50.3,0.498,15.0,0.45299999999999996,64.5,1888,15.57,6.9,10.78,0.44799999999999995,0.35200000000000004,49.7,0.541,14.1,0.489,0.643,2,WISCONSIN,WISCONSIN,342,5,102,big-ten,11,715,1548,662,320,28,13,10,1125,Wisconsin,228,313,82,705,1577,654,389,271,250,467,145,519,175,955,312,1058,479,427,125,693,244,943,286,855,418,18,4,3,False
120,50.9,7,6.3,15,0.48,0.41,0.305,459,0.725,0.221,13,-11.8,90.2,14.4,49.0,8.5,0.502,0.434,0.348,0.69,0.24,102.0,28.3,2011,9.2,0.418,0.324,56.5,0.534,16.6,0.513,67.1,1779,-4.31,7.8,4.47,0.46,0.306,43.5,0.516,18.1,0.498,0.24100000000000002,1,WYOMING,WYOMING,314,3,59,mwc,2,709,1506,617,333,29,4,22,1175,Wyoming,138,344,69,820,1617,702,562,388,280,509,182,676,219,1100,375,941,483,542,154,693,212,847,380,813,405,7,1,2,False
121,56.3,5,9.9,8,0.488,0.433,0.308,519,0.655,0.20199999999999999,4,5.4,100.0,31.7,50.1,8.9,0.455,0.402,0.289,0.721,0.20800000000000002,94.6,27.1,1876,9.8,0.364,0.293,47.5,0.49200000000000005,16.0,0.46399999999999997,69.3,1983,12.94,8.3,9.11,0.34700000000000003,0.313,52.5,0.514,16.6,0.498,0.643,1,XAVIER,XAVIER,411,4,106,big-east,7,773,1684,730,340,28,12,10,1145,Xavier,330,338,98,710,1677,674,484,349,288,505,195,610,179,998,362,1067,495,473,165,585,183,1103,385,1099,547,18,3,4,False
